KPN,Description,Type,Cost
171214,AXIS PINHOLE IP CAMERA P1214-E MODEL 0533-001,CCTV,367.99
171208,"SWITCH , CISCO 8 PORT MODEL SD208P",CCTV,154.2
171207,ENCLOSURE L-COM NB141207-10F 14X12X07,CCTV,334.1
171201,MONITOR WALL MOUNT 19 TO 32 INCH,CCTV,45.99
171200,DELL WALL MOUNT ARM WITH 2 EXTENSION BLACK,CCTV,170
171123,ALTRONIX POWER SUPPLY ALTV1224C4,CCTV,113.99
171114,CAMERA AXIS 2.8-8MM  MP/HDTV #M1114,CCTV,401.29
171106,PELCO FDWM FD SERIES DOME WALL MOUNT,CCTV,21.53
171090,WALL MOUNT 90 PENDANT WHITE #IS90PW,CCTV,28.5
171080,"SWITCH, POE GIGABIT SMRT 8PORT # TQ-TPETG80G",CCTV,110.27
171065,MICROPHONE  WEATHER RESISTANT CCTV  ML1-WS,CCTV,37.03
171060,"MONITOR, LG 60LB5900 HD 120HZ LED TV",CCTV,1197.63
171028,CISCO  SG300-28MP 28P GETH MAX-POE SWITCH,CCTV,780
171019,"MONITOR, ORIEN 19INCH RACK MOUNT #19RCR",COMPUTER,564.24
171018,TRIPP LITE SR18UB HALF RACK 33INCH DEEP,CCTV,610.42
171017,"MONITOR TATUNG 17INCH, BNC, HDMI, VGA #TM17",CCTV,113.03
171015,CABLE DVI FEMALE TO FEMALE 15FT,CCTV,22.3
171012,"RACK, TRIPLITE SMARTRACK ENCL.CAB # SR12UB",CCTV,720.09
171007,"AXIS, MINI PANORAMIC CAMERA INDOOR 5MP M3007-PV",CCTV,381.98
171006,ALTRONIX P/S 4OUTPUT 12VDC@5AMP PTC # SAV4D,CCTV,45.5
171005,CISCO SG100D-05-NA 5PORT POE GIGABIT SWITCH,CCTV,615.31
170988,LICENSE (PVC-API-RTL)  GOV. CARD ENROLLING READER,SOFTWARE,2096.59
170961,CVVIEW Matrix Viewer (16 channel code),CCTV,553.56
170960,"PELCO, KEYBOARD CONTROLER MODEL KBD960-US",VIDRECORD,667.97
170920,"WEBCAM, LOGITECH C920 HD PRO",CCTV,75.01
170910,"CAMERA, LOGITECH MODEL C920 WEB CAM",CCTV,102.72
170842,STUBEQ ACTIVE RECEIVER HUB NV-842,RELAYS,585.99
170802,Camera Custom welded 2 piece bracket assembly RCI,CCTV,51.6
170800,MONITOR TOTE VISION 9INCH CCTV MODEL LCD-800,CCTV,262.99
170785,AIPHONE JFS2AEDNCOLOR STANDARD SET W/MEMORY,CCTV,805.59
170700,Mounting plate 1/8x8.125x10.25P95 Black,PLATES,79.99
170661,CAMERA AXIS 12MM NETWORK DOME #P3343-VE,CCTV,802.99
170654,"CCTV, AXIS T91A61 WALL BRACKET",CCTV,76.79
170651,PELCO PE-1S20 CHV1S 650 15-50MM IND DOME 12/24,CCTV,174.99
170650,"CCTV, AXIS P33-VE SERIES PENDANT KIT",CCTV,39.24
170637,"CAMERA, SPECO BULLET 3.6MM COL XVIEW #CVC637EX",CCTV,61.75
170635,CAMERA F8-ED 635 630T 3.6MM IND IR DOM 12V,CCTV,135.43
170633,"CCTV, AXIS PENDANT KIT TO MOUNT P3343/44 P33VE",CCTV,37.91
170628,"CAMERA, LENS PANASONIC VERIFOCAL 1/3 WVLZ628S",CCTV,160.51
170624,PANASONIC ANALOG BOX SD6 12/24V WV-CP624,VIDCAMERA,311.55
170586,APC POWER SUPPLY,CCTV,170.99
170565,STARTECH USB/VGA UTP VGA  EXTENDER SV565UTPU,CCTV,281.49
170530,DELL R530 SERVER  2X8GB RDIMM INTEL XEON 2.4GHZ,CCTV,4344.4
170524,POWER SUPPLY FOR ROCKEET5/NSM5UBIQUITI POE-24,POWER,581.45
170523,"APP-TECH NVR PSWSXS2J085P , 12GB RAM WIN 7 RM",CCTV,4092.66
170520,"DELL POWER EDGE R520(3)2TB, (2)4GB,UP TO 8DR",CCTV,4571.68
170518,"CAMERA,PELCO DIN SM,CLEAR DOME #IS51-DWSV8S",CCTV,249.21
170515,"APP-TECHS, NVR  RM 4U, 8GB,6TB#SSWSXS2J065PNIC",CCTV,3602.5
170513,"APPTECH, NVR T/R 8GB, 4TB  WIN 7 #XSWSXS1J04JPNIC",CCTV,2996.5
170509,"APP-TECHS NVR T/R 4U,8GB,4TB #SSWSXS1J04JPNIC",CCTV,2724.75
170508,"BRACKET, UBIQUITI NANO UNIVERSAL NBU001",CCTV,4.94
170507,STREAKWAVE ANTENNA STATION NMS2,CCTV,85.59
170506,AIRMAX BASE STATION 120DEG 5GHZ  AM-5G16-120,CCTV,72.09
170505,Univeral Antenna mount Ubiquiti  UML P/N UML,CCTV,6.19
170504,UBIQUITI AP 120 ANTENNA # SM-5G16,CCTV,69.99
170503,UBIQUITI ACCESS POINT # ROCKET M5,CCTV,84.97
170500,DO NOT USE - PRODUCT DISCONTINUED. REPLACE WITH 201093,CCTV,91.89
170488,SPECO VIDEO DISTRIBUTION  AMPLIFIER  VID-AM,CCTV,31.81
170483,SPECO VID-DIST 1IN 4 OUT DISTRIBUTION AMP,CCTV,41.75
170478,"POWER, CCTV CONVERTER 24VAC SPECO VID2412CONV",CCTV,60.39
170464,"CAMERA, PELCO PEND MOUNT 15'' MEDIUM DUTY",CCTV,96.99
170462,"CAMERA, PELCO MINI SPECTRA INDOOR CLEAR DOM SD4-W1",CCTV,794.46
170459,"CAMERA, PELCO SPECTRA 4 DOOR ASSY#BB4DORASY",CCTV,45.47
170457,"CAMERA , HOUSING ENVIROMENTAL 12INCH PELCO #EH3512",CCTV,90.99
170450,"CAMERA, SPECO DOME EXTERIOR COLOR 2.8-12MM AUTO",CCTV,136.99
170429,"CAMERA PELCO  SPECTRA IV, SE 29X DOME DRIVE DD429",CCTV,1729.01
170423,"CAMERA, PELCO SPECTRA IV, IP ,SL 23X FLASH WHITE",CCTV,1139.92
170364,"CAMERA,AXIS IP 12MM VANDAL RES IR P3364-LVE 1MP",CCTV,703.91
170363,"CAMERA, HR DOME VANDAL INDOOR D/N DW# D1363D",CCTV,143.75
170361,AXIS 550-2361  DROP CEILING MOUNT P33 SE,CCTV,50.99
170360,"CCTV, PELCO ADAPTER PLATE FOR IR BULLET - BU ADPTR",CCTV,20.5
170359,PELCO BULLET HI-RES 12/24V WDR NTSC BU6IRWV506,CCTV,331.06
170354,"DVR, PELCO 8PORT 500GB MODEL DX4508-500",CCTV,1668.3
170352,"DVR, PELCO 4-PORT# DX4104DVD500",CCTV,860.99
170351,"DVR, PELCO16-CH DVR W/DVD 1TB DX4716100",CCTV,724.96
170350,"DVR, PELCO 16-PORT WITH CD AND 500GB DX4716500",CCTV,1567.47
170348,Altronix ALTV248UL Eight (8) Output 24/28   3.5AMP,CCTV,89.81
170334,POWER STRIP FOR RACK WITH 9 OUTLET P/N PD915R,POWER,70.54
170318,WALL MT BRACKET 6'' D 4-RMS HINGED H2-CMSHB4RS,CCTV,83.99
170317,"RACK, VENTED 19WX18D 1/2 SHELF MID ATLANTIC U317",CCTV,53.88
170315,"FLIR 427-0054-01-00 THERMAL 50MM ,NTSC SR-612",CCTV,7956.25
170314,FLIR 61201-1104 A310 F45 DEG THERMOGRAPHIC CAMERA,CCTV,11422.95
170313,FLIR T911182 THERMAL A310F POWER SUPPLY,CCTV,322.99
170312,FLIR 500-0462-00 THERMAL A310F WM ASSEMBLY,CCTV,167.74
170311,FLIR  4119507 THERMAL A310F POLE MOUNT ADAPTER,CCTV,72.67
170310,FLIR THERMAL A310F CAMERA 90 DEG LENS #612011105,CCTV,13380.95
170306,SPEAKERPHONE 70V LOUROE LOU-AOPSP70,CCTV,305.02
170304,TRANSMITTHER INTER LOUROE LOU-AOPXD,CCTV,231.99
170302,HORN & MIC OUTDOOR LOUROE LOU-TLO,CCTV,230.56
170275,"P/S ALTRONIX 8 OUT12VDC, 8OUT24VAC  ALTV1224C",CCTV,117.2
170253,RACK MOUNT SHELVES    SH-5-A-26,CCTV,54.29
170234,"AXIS, MIDSPAN OUTDOOR 30W T-8123-E IP66 RATED",CCTV,183.99
170229,ENCODER VERINT 12PORT W/AUDIO S1712ETA,CCTV,1266.66
170214,PASSIVE VIDEO TRANSCEIVER NV-214AM,CCTV,5.6
170209,"CAMERA , LENS ARM ELECTRONIC #VL2812AI",CCTV,24.5
170182,RACK CABINET RE18U OMNI MOUNT,CCTV,567.98
170180,WALL MOUNT RACK -10U  MID ATLANTIC EWR-1022SD,CCTV,432.99
170149,Linksys Network Switch 208SRW - 10 Port,CCTV,168
170140,Speco Ground Loop Isolators SO-VIDGL,CCTV,25.96
170133,"CABLE, 180 DEGREE TO 90 DEG SERIAL ATA 18INCH",CCTV,1.91
170132,HARD DRIVE SEAGATE 1TB ES SERIAL ATA HD,CCTV,175.49
170130,"MONITOR, VGA W/ DVI CONECT. 22INCH",CCTV,166.23
170129,ENCODER VIDEO 12-PORT VERINT S1712ET,CCTV,1881.75
170128,POWER SUPPLY VERINT PS1261,CCTV,52.95
170127,VIDEO ENCODER 24-PORT VERINT S1724ET,CCTV,2003.98
170126,MONITOR HDMI  18.5,CCTV,119.99
170109,LENS 3.5-8MM AI VL258AI,CCTV,24.5
170105,PWR SUP 4 POSITION ALTRONIX ALTV244,CCTV,49.72
170103,LENS 5-50MM AUTO IRIS ARM ELECT VL550AI,CCTV,26.5
170102,CAMERA  BX7WDR960  PROFESSIONAL BOX ARM ELECTRONICS,CCTV,95
170099,"COMPUTER, DELL KID MINITOWER,w/17 MONITOR",MISC,807.94
170098,*Discontinued product,MISC,698.77
170093,"DVR,DVR/NVR 16C HYB 480 P 2CIF 4TB HDMI",CCTV,2041.72
170090,CCTV VID PASSIVEBUILT IN VIDEO  BALUN,CCTV,6.31
170075,CAMERA SONY MINI DOME MODEL  SSCCD75,CCTV,397.95
170073,"MID ATLANTIC FAN 4.5, 115V W/CORD NO-FAN",CCTV,34.95
170071,"BOX, FOR DVR MIDLANTIC MODEL DBLX",BOXES,216.99
170067,Rack Mount UPS TrippLite 1500VA SUA1500RM2U,CCTV,1013.19
170052,KEYBOARD CONTROLLER DEDICATED MICROS,CCTV,347.68
170048,PWR SUP 16 POS ALTRONIX  ALTV2416,CCTV,143.99
170047,CAMERA  RECESSED GE  KA-IW9502.5,CCTV,116
170046,MOUNT WALL ARM PELCO SWM-GY,CCTV,38.24
170044,ADAPTER CONDUIT 4G PELCO  ICS110-AP,WIRE,9.35
170043,CAMERA MINI-DOME 3-9MM IS111-DNV9 PELCO,VIDCAMERA,397.79
170041,CAMERA BODY ONLY HONEYWELL HCC484L,CCTV,206.99
170038,CAMERA IP DOME OUTDOOR AXIS 225,CCTV,785.66
170036,CAMERA GE IN CEILING MINIDOME MD2-1500,CCTV,125.99
170031,"MONITOR, TOUCH SCREEN, ELO 1939L",CCTV,564.6
170028,CAMERA 1/3 COLOR BULLET CAMERA,CCTV,140.46
170026,"OUTDOOR CAMERA , HONEYWELL  HKHCS447D550",CCTV,47.99
170025,"CAMERA, OUTDOOR HONEWELL HKHCS54D550",CCTV,340.38
170024,CAMERA DOME 3-9mm JVC TKC2201UA,CCTV,126.99
170020,"MONITOR, ELO 1915L",CCTV,707.82
170019,CAMERA POWER SUPPLY 16 CHANNEL 24VAC,CCTV,98.66
170017,"CAMERA,Enviro.dome camera,ptz w / wall mount 24va",VIDCAMERA,1555.68
170012,CABLE SIAMESE VIDEO QUOTE #626341,CCTV,0.59
170006,PWR SUPPLY  8 POS ALTRONIX  ALTV248,CCTV,99.01
170005,POE 24 PORT SWITCH SIG-065-7726SPOE,CCTV,281.99
170004,UPS APC SMART SUA750,POWER,248.99
170002,MONITOR 17  ORION #17RCM ADI 40-17RCM,CCTV,250.76
170001,CAMERA MEGA PIXEL IP ACT-ACM-7411,CCTV,574.5
169933,"BOX, KZE ELEVATORE MODULE HOFFMAN 2MOD 6CARS",BOXES,192.93
167063,THINLINE LCD KEYPAD WITH PROX READER BLACK#7063,KEYPD/SW,133.08
167060,DMP THIN LCD KEYPAD WHITE 7060-W,BUTTONS,77.99
166167,BEAGLEBONE BLACK REC-C BOARD ONLY V6T/V6T+,CONTROL,60.5
166067,"V6T-8 ASSYEMBLY W/ BOX.BP,V6T AND HARNESS",BOXES,380.5
165067,V6T/ BEAGLE BONE BLACK ASSEMBLY,BOXES,266.74
164067,ASSYMBLE  V6T+  8-MODULE  COMPLETE MADE BY  SAFE,BOXES,467.19
164012,KZGP GARAGE PANIC STATION 1 GANG SS,KEYPD/SW,48.5
164010,KZGP GARAGE PANIC STATION,PANELS,49.5
164007,"SIREN, HONEYWELL/ ADEMCO 747PD",SOUNDERS,19.3
164005,KPC EXPANSION COMPLETE,CONTROL,931.8
164004,"BOARD, KTB485 TERMINAL BLOCK",CONTROL,20.34
164003,Z ELEVATOR CONTROLLER,CONTROL,384.71
164002,Z READER MODULE,CONTROL,90.87
164001,Z INPUT/OUTPUT BOARD,CONTROL,108.4
164000,Z DOOR MODULE,CONTROL,150.8
163067,ASSYMBLE  V6T 8-MODULE  COMPLETE MADE BY   SAFE,BOXES,339.89
162067,ENCLOSURE V6T+  COMPLETE MANUFACTURE  SAFE,BOXES,416.85
162005,*Discontinued product,POWER,26.23
162002,"CABLE, 20' CABLE/CONNECTOR",WIRE,350.16
161416,DMP 714-16 ZONE EXPANSION BOARD 16ZONE,CONTROL,130.82
161408,DMP 714-8 ZONE EXPANSION BOARD 8 ZONE,CONTROL,76.11
161212,"BATTERY, 12V , 1.4AMP #PS1212 FOR V6T/V6T+",POWER,18.99
161052,FIBER 6F 62.5 OFNP ORN MIC 6-F CRN006K88-31130-29,WIRE,0.76
161049,"ENCLOSURE , RACK MOUNT FOR FIBER R3U 6PNLS",CCTV,338.98
161046,WIRE TB 24F MM 62.5 OFNP  ORN FIBER SYMX760018655,WIRE,0.18
161010,DMP THIN LCD HOUSING BLCK PAK OF 10 THIN-LCD-B/10,KEYPD/SW,9.2
160502,ENCLOSURE DMP FOR 320 TRANSFOER ES502,BOXES,23.2
160500,DMP PANEL XR500L-G ASSY,BOXES,566.51
160330,"HONEYWELL RCWL330A, WIRELESS CHIMES PORTABLE",SOUNDERS,54.42
160148,"CONTACT, CORBY 4.7KOHM P/N 60F-12 WG -W GRI",BUTTONS,7.17
160142,WIRE 14-2  UNSHIELDED PLENUM,WIRE,0.18
160099,Z4 ENCLOSURE,BOXES,55.8
160088,MULTIPLE Z MODULE ENCLOSURE PRD-10471,BOXES,120.27
160070,DMP TRANSFORMER ENCLOSURE ES-502,POWER,20.42
160069,"BOARD, KTB232 TERMINAL BLOCK",CONTROL,21.55
160068,"Modem, Motorola 4port ADSL MODEL 2246N",MISC,87.34
160067,V6U EP ASSEMBLY PRD-984,CONTROL,2000
160065,V6Q EP ASSEMBLY,CONTROL,28.06
160060,"V6,BOARD,POWER SUPPLY KEPPS",CONTROL,245
160059,KEYPAD DMP 7060-B,MISC,90.31
160054,"PANEL, DMP XR500EA-G",MISC,737.43
160052,"POWER, POWER SUPPLY AL400ULXB - FOR V6U",POWER,138.01
160051,"BOARD, KPC BOARD FOR V6U",CONTROL,292.29
160050,"V6,EP,ENCLOSURE 20LX24WX9D WITH TRANSFORMER",MISC,316
160049,"CONTACT , GARAGE OVERHEAD DPDT SENTROL 2207ADL",SENSORS,22.99
160048,"CONTACT, 3/4 POP -IN BR-WH 4.7KOHM RESISTOR",SENSORS,5.58
160047,"WIRE, 2 FIBER 62.5/125 MULTIMODE, FIBEROPTIC PVC",WIRE,0.3
160046,KASCOMP 24-2P + 18-02 PLNM Combo Wht J,WIRE,0.34
160045,CONTACT 29BWG 39STYLE BROWN 4.7KOHM EOL PARALLEL,SENSORS,8.13
160044,CONTACT 189-12WG 1'' BROWN 4.70 OHM EOL RESISTOR,SENSORS,9.57
160043,"CONTACT, 3030-12WG  3/8'' 4.70 EOL RESISTOR",SENSORS,4.94
160042,COILS 1091 BOLT 12/24VDC,LOCK,71.22
160041,BOARD XTREME PC104 ICT8104C,CONTROL,657.4
160032,SBC COM RAIL PRD-901 REV-A,RELAYS,9.38
160031,MEMORY 512MB RAM 96SDI-512-M400NN-IK,COMPUTER,39
160030,"V6,SBC ADVANTECH # PCM-9375FZ-J0A1E",CONTROL,551.5
160026,memory,COMPUTER,101.99
160025,Transcend TS8GUSDC10M Micro-SD Card for V6T/V6T+,MISC,13.26
160023,NETGEAR BROADBAND ADSL2+,COMPUTER,125.22
160022,ZOOM 5654 ADSL MOD/RTR/SWCH ENET,CONTROL,69.99
160021,BATTERY V6U PS-12120 12V 12AH,POWER,25.99
160020,COMPACT FLASH 96FMCFI-2G-ET-AP3,COMPUTER,9.07
160019,PANEL BACK KZE 2 MODULE,CONTROL,179.3
160018,PANEL BACK  KZE ELEVATOR  1 MODULE,CONTROL,109.52
160017,POWER SUPPLY ALTRONIX AL600ULXB 24VDC,POWER,188.45
160015,"BOARD, KPC EXPANSION",CONTROL,181.22
160013,*Discontinued product,COMM,34.22
160011,MODEM V92MB-U-E RADICOM,COMM,1140
160007,COMBI-LOCK FUW V6,CONTROL,14.99
160005,"V6,BOARD,KLF",CONTROL,46.55
160002,MODEM USB FOR V6Q-ZOOM 5660-00BF ADSL X3,COMM,69
160001,"V6,BOARD,KRH RAY HINEGARTNER POWER CYCLE RLY",CONTROL,26.03
159905,LOCK CORBIN NFS LEVER TRIM 24VSCD ASM ML20905,LOCK,398.18
159903,LOCK CORBIN FS LEVER TRIM 24VSCD ASM ML20903,LOCK,295.89
159875,DELYED EGRESS CX9875EO-F 3FT 26D CHEX-IT MORTISE,LOCKS,1321.26
159600,"LOCK, STRIKE HESS #9600 FOR PANIC DEVISE 12/24V",LOCK,258.75
159400,"LOCK HE, HES STRIKE 9400 1/2 THICK 12/24D630",LOCK,318.9
159182,"WIRE, OUTDOOR RG59+18/2 SIAMESE WG-51045008",WIRE,0.63
158888,SARGENT 12-8888F 32D RIM EXIT DEVICE LES TRIM,LOCKS,674.1
158812,"LOCK, TRIM ELECTROFIED FALCO 812L,US32D FS",LOCK,584.86
158805,HES FP OPT 805 FOR 8000/8300 SER 9 RADIOS CORNER,LOCK,20.25
158804,"SARGENT RIM DEVICE CRASH BAR US 10 ,8804F",LOCK,1327.37
158625,DORTRONICS DPDT MPMENTARY W/ ST SWITCH PTE,LOCK,41.67
158571,"LOCK, TOP JAM RCI FOR 8371 US 28 TJ71",LOCK,61.75
158552,"LOCK, FP FOR HESS 8500 OPT 852K-630",LOCKS,18.9
158500,"LOCK, STRIKE HESS 12/24DC MODEL 8500",LOCK,278.16
158380,"LOCK, FILLER PLATE RCI 5/8 # FB-713",LOCK,19.2
158379,"LOCK, RCI FILLER PLATE 1/2 MODEL FB-712",LOCK,18.01
158376,"LOCK, RCI MAG LOCK DB   W/ DSS SCS  8371 US40",LOCK,233
158375,"LOCK, HERCLITE BRACKET RCI 1/2 MODEL GB7112",LOCK,114.5
158372,*Discontinued product,LOCK,564
158371,"LOCK, RCI MAG LOCK WITH DSM MODEL 8371 DSS 28",LOCK,217.36
158303,LOCK HES STRICK BODY SB8000124,LOCK,89.55
158302,Faceplate FP801A,PLATES,24.08
158301,Faceplate FP801-630,PLATES,12.58
158300,"LOCK HE, HES STRIKE  - 8300 NFS",LOCK,321.1
158200,"LOCK, PUSH PLATE 3X12 P/N8200S32D",LOCK,81.99
158000,"LOCK, STRIKE HESS 8000C KIT W/ FP 640",LOCK,123.75
157971,"LOCK SA, SARGENT MORTISE LOCK 7971-24v LNME 630",LOCK,334.85
157430,"LOCK, FP ADAMS RITE FOR 7430 628 FPK7430-628",LOCK,118.74
157400,"LOCK, STRIKE ADAMS RITE 7400, FIELD SELECABLE",LOCK,118
157185,"LOCK, MORTISE CYLINDER 5PIN 26D#7185SC1-26D",LOCKS,8.44
157140,"LOCK, STRIKE ADAMS RITE 24VD FIELD REV #7140-510-6",LOCK,99.5
157134,"LOCK, GDB  3/4 INCH FOR RCI 8371MODEL GB7134",LOCK,121
157112,"LOCK, GDB  1/2INCH FOR RCI 8371MODEL GB7112",LOCK,99.62
157104,"LOCK, STRIKE RCI 24VDC NFS MODEL 7104",LOCK,113
156514,"LOCK, STRIKE RCI MODEL S6514   32D  UNIVERSAL 3/4",LOCK,96.99
156226,"CYLINDER, 6PIN RIM L4KWY 2INCH 30002006L4 CORBIN",LOCK,31.95
156211,"LOCK, STRIKE VON DUP 6211 NFS 26D 24V",LOCK,444.28
156051,"LOCK, BALDWIN MORTISE BODY MODEL 6051.003",LOCK,445.5
155501,"LOCK, HESS 5000 FACE PLATE 4 7/8'' SS 630 OPT501",LOCK,15.47
155230,KEYPAD SIGHLENT KNOGHT MODEL 5230,CONTROL,132
155200,"LOCK, STRIKE HESS 12/24DC #5200,FIELD SELECT",LOCK,105.3
155129,SILENT KNIGHT MODEL 5129 COMPLETE,CONTROL,219.33
155000,"LOCK, STRIKE HESS MODEL 5000",LOCK,100.8
154905,FILLER PLATE 1-1/4 X5/8 628 FOR 490 #4905F-628,LOCK,28.98
154903,LOCK ANGLE BRACKET 1-1/2 X1/2 628 FOR M490 #4903A,LOCK,34.68
154902,LOCK ANGLE BRACKET  1-1/2 X1 628 FOR M490#4902A628,LOCK,32.78
154850,Electric strike 12/24 v32d for rim exit device,LOCK,242.5
154802,"LOCK, DYNALOCK PRE DRILLED ARMATURE #400183",LOCK,50
154801,"LOCK, HERCLITE FOR DYNALOCK 3101B #4801",LOCK,65.85
154500,"LOCK, STRIKE HESS 4500 FS 24V",LOCK,337.5
154311,2011/3000 SERIES FILLER PLATE 1/2 X 1-1/4 X 11 US,PLATES,24.18
154205,"LOCK, FILLER PLATE 1 1/4 X5/8 FOR MAG M420P #4205F",LOCK,161.77
154204,"LOCK, FILLER PLATE 1 1/4 X1/2  FOR MAG M420 #4204F",LOCK,36.05
154203,"LOCK, FILLER PLATE 1 1/4 X3/8 FOR MAG M420 #4203F",LOCK,36.1
154202,RIGHT ANGLE BRACKET 1 1/2X1 628 4202A 628,LOCK,45.34
154201,"LOCK, FILLER PLATE  1 1/4 X 1/8 FOR MAG 420 #4201F",LOCK,8.82
154002,"READER, WIRELESS SCHLAGE RIM400-TD2 INTRFC MODULE",READERS,389.13
154001,"READER, WIRELESS LOCKNETICS WRI 400",READERS,302.99
153950,"READER, HID PROX, THINLINE II COVER ALL COLORS",READERS,15.08
153402,LABLE SECUR COLORTMK-RA2CK2100 - Epson TM-C3400,MISC,19.28
153401,Epson SJIC15P -print cartridge -color for TM-C3400,MISC,69.98
153400,Epson TM C3400 SecurColor - label printer KFO &VM,MISC,2034.97
153360,"LOCK, RCI 3360-09-12MM 28 GLASS CUSHION 24VDC",LOCK,689
153308,RCI 3308 MORTISE MT  DEADLATCH FAIL UNLOCKED 12/24,LOCK,205.5
153124,AWID MOUNTING BRACKET  FOR LR-3000,MISC,38.4
153123,AWID PS 123.3A POWER SUPPLY FOR AWID LR-3000,MISC,31.99
153105,"LOCK, ANGLE BRACKET DYNA RCI 1.50X1.50X.125",LOCK,25.15
153101,"LOCK, DELAYED EGRESS DYNALOCK  3101BDSM",LOCK,568.35
153006,"LOCK, HES 1006 W/LBM NFS 630 12/24V 1006 630 LBM",LOCK,316.79
153000,AWID LR-3000-B-U,MISC,1346.19
152522,DYNA MINI DOUBLE MAG US3 DSM2  DYN 2522,LOCK,361
152490,"LOCK, SCHLAGE HERCLITE BRACKET FOR # HDB490",LOCK,151.84
152401,TALK-A-PHONE ETP401CV COMPLIANT HF JND/OUT PHONE,PHONES,497.71
152067,BACK BOX 19.625X5.75X1.75 RCI PRD-1067,BOXES,280.51
152011,"LOCK, MAG DYNA US10 W/HSM #2011",LOCK,311.62
151940,HES 9400 ELECTRIC RIM STRIKE 12/24,MISC,318.9
151852,"LOCK, FP HESS OFF SET FOR HES 8500 #852L 630",LOCK,20.99
151656,"DLL SOFTWARE, LICENSE READER SOFTWARE",SOFTWARE,302.48
151606,"LOCK, PUSH PLATE 16X6  .125 THICK  630 #72-630",PLATES,7.89
151581,"SDC 1581VD, MAG LOCK WITH DPS , ALUM FINISH 6500LB FORCE",LOCK,239.97
151572,"BOX, RCI 2GANG 4.562X4.5 X2DEEP KSI001-131112BS-1",BOXES,47.09
151570,"BOX, ALUM KK-4QN NARROW, SILVER",BOXES,63.93
151569,"BOX, ALUM KK-4QN NARROW, BLACK",BOXES,63.93
151565,"KEYSWITCH,KK-4QN, SS, KA1",KEYPD/SW,155.86
151545,PLATE 12--S-CW DONJO   WRAP AROUND  S 1-3/4-2 1/8,LOCK,11.63
151539,"LOCK, FP HESS KM OPTION",LOCK,0.45
151533,LOCK FACE PLATE6 7/8'' X1 1/4'' WITH RADIUS CORNER,LOCK,0.52
151531,LOCK STRIKE FACE PLATE HESSFA# 008-01111-002PK,LOCK,7.52
151512,SDC HDV1B HERCLITE BRACKET FOR 1581 MAG LOCK,LOCK,90
151492,"LOCK, SCHLAGE DOUBLE MAG DSM2, MBS2,RTD2 M492P",LOCK,677.35
151491,"LOCK SC, SCHLAGE HERCULITE BRACKET FOR 490-HDB490",LOCK,250.5
151490,"LOCK, MAG LOCK 12/24VDC SCHLAGE 1650LB #M490",LOCK,348.5
151476,"STRIKE,RUTHERFORD 43-05-09,24VDC,FAILSAFE",LOCK,69.93
151475,"STRIKE,RUTHERFORD 41-08,24VDC,NONFAILSAFE",LOCK,64.44
151426,"LOCK, SCHLAGE TOP JAM FOR M420P MODEL TJ420",LOCK,87.5
151425,"LOCK, ANGLE BRACKET 1.50X1.50X.125  9'' LONG ,M420",LOCKS,22.93
151424,"LOCK, SCHLAGE HERCLITE BRACKET FOR M420P",LOCK,250.5
151422,schlage m422 double mini mag dsm2 mbs2 rtd2 628,LOCK,685.5
151421,"LOCK, DSM/MBS BOARD FOR M400/M450/M490 P44488492",LOCK,95.45
151420,"LOCK, SCHLAGE MAG M420P AUTO VOLTAGE WITH DSM",LOCK,549.5
151401,TALK-A-PHONE ETP401C  SINGLE BUTTON PHONE,INTERCOM,450.46
151400,"LOCK, CYL RH MT CL/ST RHO 26D NETWORK#AD400CY70",LOCKS,1221.08
151394,"READER,PROX,PROX POINT,GREY",READERS,54.01
151302,Control Module P280130-2 for Schlage GF3000 MBS,LOCK,250.11
151224,TALK-A-PHONE ETPEL1224 BLUE STROBE 12/24VDC,INTERCOM,296.1
151183,BNC 3-ft. Patch Cable (bag of 16 ADI # N1-CXJ30,WIRE,12.18
151124,"TELEPHONE, VIKING CONCENTRATOR 8 LINE",PHONES,517.85
151111,"LOCK, LATCH GUARD DON JO FLP-111-630  SATIN STAINL",LOCK,3.32
151100,"LOCK, MOTOR LATCH SDC  LR100VDK RETROFIT KIT",LOCKS,325
151088,"STRIKE RCI,3371,32D,12/24 AC/DC CUSHION-LOK",LOCKS,273.5
151085,"STRIKE,RUTHERFORD 7104,NONFAILSAFE",LOCK,64.26
151081,"PHONE,TRIGON IID 125 FLUSH MOUNT w/MODEM",PHONES,496.32
151079,"PHONE,TRIGON IID ENTRY-125 FLUSH MOUNT W / MODEM",PHONES,566.47
151078,"PHONE,TRIGON HF-2 SLIMLINE",PHONES,760.66
151054,"LOCK, DRESS PLATE FOR ANGLE SCHLAGE MAG/DYNA",LOCK,5.71
151043,PLATE 14-2-S-CW DONJO  STRIKE WRAP AROUND  S 1-3/4,PLATES,29.4
151042,"CORD, ARMORED DOOR",MISC,23.43
151041,"CORD, ARMORED DOOR",MISC,15.99
151039,"LOCK, FILLER PLATE 390DEL 5/8  ALUM",LOCK,28.69
151038,BOARD KASTLE OFF HOOK KOH-4TD,CONTROL,94.11
151037,"LOCK, FACEPLATE ,KD, SCHLAGE,YALE,OLD SARGENT",LOCK,15.3
151036,"LOCK, FACEPLATE ,K, OFFSET FOR CR,HESS 1006",LOCK,14.4
